Date,Username,User tag,Content,Mentions,link
"2023-06-05,21:13:00","Tempo","#1917","<@220271899656060928> | Added `Mundian To Bach Ke` by `Panjabi MC` to the queue.","Patchoras#0310",""
"2023-06-05,21:23:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-05,23:09:05","Tempo","#1917","<@220271899656060928> | Added `Flyday Chinatown` by `EVADE FROM 宇宙` to the queue.","Patchoras#0310",""
"2023-06-05,23:17:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-05,23:36:57","Tempo","#1917","<@220271899656060928> | Added `Medication` by `Damian Marley, Stephen Marley` to the queue.","Patchoras#0310",""
"2023-06-05,23:46:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-06,20:29:20","Tempo","#1917","<@220271899656060928> | Added `Medication` by `Damian Marley, Stephen Marley` to the queue.","Patchoras#0310",""
"2023-06-06,20:38:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-07,21:54:01","Tempo","#1917","<@220271899656060928> | Added `Medication` by `Damian Marley, Stephen Marley` to the queue.","Patchoras#0310",""
"2023-06-07,22:03:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-07,22:13:01","Tempo","#1917","<@220271899656060928> | Added `Cuando Voy por la Calle` by `Trio America` to the queue.","Patchoras#0310",""
"2023-06-07,22:21:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-07,23:20:12","Tempo","#1917","<@220271899656060928> | Added `Hora Di Fronta` by `Nico La Famy, Dany G, Puto G, Ridell` to the queue.","Patchoras#0310",""
"2023-06-07,23:28:35","Tempo","#1917","<@220271899656060928> | Added `Alors on danse - Radio Edit` by `Stromae` to the queue.","Patchoras#0310",""
"2023-06-07,23:37:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-08,00:24:18","Tempo","#1917","<@220271899656060928> | Added `Atira' Tó Mar...` by `Iris` to the queue.","Patchoras#0310",""
"2023-06-08,00:34:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-08,01:04:01","Tempo","#1917","<@220271899656060928> | Added `Self Control` by `Laura Branigan` to the queue.","Patchoras#0310",""
"2023-06-08,01:14:04","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-10,19:20:05","Tempo","#1917","<@246032185780469760> | Added `Seaside` by `The Kooks` to the queue.","leftwild#0",""
"2023-06-10,19:24:49","Tempo","#1917","<@246032185780469760> | Added `Ouvi Dizer` by `Ornatos Violeta` to the queue.","leftwild#0",""
"2023-06-10,19:34:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-16,21:32:18","MangalhoDePauPT","#2657","","","https://cdn.discordapp.com/attachments/834188603952463883/1119363850135941161/VID-20230612-WA0001.mp4?ex=65986752&is=6585f252&hm=ba7a0d448752b46b66ff11ef6971a7d4819b654e3f25f3b309ac3862fcacc13d&"
"2023-06-17,23:34:17","Tempo","#1917","<@220271899656060928> | Added `Ain't No Mountain High Enough` by `Marvin Gaye, Tammi Terrell` to the queue.","Patchoras#0310",""
"2023-06-17,23:42:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,01:48:00","Tempo","#1917","<@220271899656060928> | Added `Got My Mind Set On You` by `George Harrison` to the queue.","Patchoras#0310",""
"2023-06-18,01:57:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,01:58:48","Tempo","#1917","<@220271899656060928> | Added `Medication` by `Damian Marley, Stephen Marley` to the queue.","Patchoras#0310",""
"2023-06-18,02:08:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,12:22:32","Tempo","#1917","<@220271899656060928> | Added `Sh-Boom` by `The Chords` to the queue.","Patchoras#0310",""
"2023-06-18,12:22:56","leftwild","#0","","","https://cdn.discordapp.com/attachments/834188603952463883/1119950370551111690/image.png?ex=659a8990&is=65881490&hm=dbbbb7cd95cc8db4e2bb4e9d1f817e1b9c9938d6a4b62066897e76e3c47406b1&"
"2023-06-18,12:30:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,12:30:34","Tempo","#1917","<@220271899656060928> | Added `Dillema (Originally Performed by Nelly & Kelly Rowland) [Karaoke Version]` by `Genero` to the queue.","Patchoras#0310",""
"2023-06-18,12:30:48","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-06-18,12:31:31","Tempo","#1917","<@220271899656060928> | Added `Dilemma` by `Nelly, Kelly Rowland` to the queue.","Patchoras#0310",""
"2023-06-18,12:39:02","Tempo","#1917","<@220271899656060928> | Added `Poetas De Karaoke` by `Sam The Kid, G.Q` to the queue.","Patchoras#0310",""
"2023-06-18,12:47:16","Tempo","#1917","<@220271899656060928> | Added `Do You Remember` by `Jack Johnson` to the queue.","Patchoras#0310",""
"2023-06-18,12:50:02","Tempo","#1917","<@220271899656060928> | Added `Old Pine` by `Ben Howard` to the queue.","Patchoras#0310",""
"2023-06-18,12:56:33","Tempo","#1917","<@246032185780469760> | Added `Cornfield Chase` by `Hans Zimmer` to the queue.","leftwild#0",""
"2023-06-18,13:04:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,13:23:43","Tempo","#1917","<@246032185780469760> | Added `Electric Feel` by `MGMT` to the queue.","leftwild#0",""
"2023-06-18,13:33:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,15:35:38","Tempo","#1917","<@246032185780469760> | Added `Smooth Operator` by `Enzo` to the queue.","leftwild#0",""
"2023-06-18,15:35:50","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-06-18,15:36:06","Tempo","#1917","<@220271899656060928> | Added `Smooth Operator` by `Enzo` to the queue.","Patchoras#0310",""
"2023-06-18,15:36:18","Tempo","#1917","I've removed **Stop Breathing** by **Playboi Carti** from the queue.","",""
"2023-06-18,15:36:20","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-06-18,15:37:22","Tempo","#1917","<@220271899656060928> | Added `81` tracks from `Smooth Operator Enzo Edit` to the queue.","Patchoras#0310",""
"2023-06-18,15:37:25","Tempo","#1917","Sorry, but I failed to find a suitable source for **Smooth Operator (Enzo Edit)** by **Selective**","",""
"2023-06-18,15:37:34","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-06-18,15:43:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,17:13:59","Tempo","#1917","<@220271899656060928> | Added `I'm A Believer - Radio Edit` by `Smash Mouth` to the queue.","Patchoras#0310",""
"2023-06-18,17:17:49","MangalhoDePauPT","#2657","https://9gag.com/gag/a4oqgzQ?utm_source=copy_link&utm_medium=post_share","",""
"2023-06-18,17:18:44","MangalhoDePauPT","#2657","","","https://cdn.discordapp.com/attachments/834188603952463883/1120024811347902484/a4oqgzQ_700bwp.webp?ex=659acee4&is=658859e4&hm=1ed687800d0082e2c83b62216df81838925f7879657619e81d013f12bc76b87d&"
"2023-06-18,17:20:45","leftwild","#0","https://www.youtube.com/watch?v=cwCV1opXBv8","",""
"2023-06-18,17:21:11","Tempo","#1917","<@220271899656060928> | Added `Atira' Tó Mar...` by `Iris` to the queue.","Patchoras#0310",""
"2023-06-18,17:30:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-18,21:13:17","Tempo","#1917","<@220271899656060928> | Added `Tunak Tunak Tun` by `Daler Mehndi` to the queue.","Patchoras#0310",""
"2023-06-18,21:24:16","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-20,20:47:56","leftwild","#0","","","https://cdn.discordapp.com/attachments/834188603952463883/1120802235845189762/image.png?ex=6594686c&is=6581f36c&hm=cb6dbc33ce6b7840f8177fee0ccd75d58f8a6262f984090f72cdec6e2c2fdcce&"
"2023-06-24,22:08:50","Tempo","#1917","<@246032185780469760> | Added `Life Could Be A Dream` by `Street Corner Renaissance` to the queue.","leftwild#0",""
"2023-06-24,22:09:09","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-06-24,22:09:30","Tempo","#1917","<@246032185780469760> | Added `Sh-Boom` by `The Chords` to the queue.","leftwild#0",""
"2023-06-24,22:17:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-27,21:42:30","Tempo","#1917","<@220271899656060928> | Added `Knock Knock` by `Angerfist` to the queue.","Patchoras#0310",""
"2023-06-27,21:51:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-06-27,22:05:48","Tempo","#1917","<@220271899656060928> | Added `Medication` by `Damian Marley, Stephen Marley` to the queue.","Patchoras#0310",""
"2023-06-27,22:14:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-03,20:27:58","Tempo","#1917","<@220271899656060928> | Added `Erika` by `Various Artists` to the queue.","Patchoras#0310",""
"2023-07-03,20:28:01","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-07-03,20:30:20","Tempo","#1917","I've removed **Erika** by **Die lustigen Vagabunden** from the queue.","",""
"2023-07-03,20:31:01","Tempo","#1917","","",""
"2023-07-03,20:31:34","Tempo","#1917","<@154992376685789184> has skipped to **Cyka Blyat** by **DJ Blyatman, Russian Village Boys**.","MangalhoDePauPT#2657",""
"2023-07-03,20:31:53","Tempo","#1917","<@154992376685789184> | Bringing back the music, this might take a second...","MangalhoDePauPT#2657",""
"2023-07-03,20:40:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-03,20:53:13","Tempo","#1917","<@246032185780469760> | Added `Festa` by `Sandro G` to the queue.","leftwild#0",""
"2023-07-03,20:59:34","Tempo","#1917","<@154992376685789184> | Added `I'll Be Back - Remastered 2009` by `The Beatles` to the queue.","MangalhoDePauPT#2657",""
"2023-07-03,20:59:38","Tempo","#1917","<@154992376685789184> | And then there was silence. :zipper_mouth:","MangalhoDePauPT#2657",""
"2023-07-03,21:02:48","Tempo","#1917","<@246032185780469760> has skipped to **Cantiga da Burra** by **Sebastião Antunes & Quadrilha, Galandum Galundaina, Luis Peixoto**.","leftwild#0",""
"2023-07-03,21:03:37","Tempo","#1917","<@246032185780469760> | Bringing back the music, this might take a second...","leftwild#0",""
"2023-07-03,21:11:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-05,18:52:35","Tempo","#1917","<@246032185780469760> | Added `champion - Andromedik Remix` by `Andromedik, blackwave., Jordan Mackampa` to the queue.","leftwild#0",""
"2023-07-05,19:01:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-10,21:08:08","Tempo","#1917","<@220271899656060928> | Added `10` tracks from `Fdny Pipes and Drums` to the queue.","Patchoras#0310",""
"2023-07-10,21:13:34","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-07-10,21:15:16","Tempo","#1917","<@220271899656060928> has skipped to **Medication** by **Damian Marley, Stephen Marley**.","Patchoras#0310",""
"2023-07-10,21:15:26","Tempo","#1917","<@220271899656060928> | Bringing back the music, this might take a second...","Patchoras#0310",""
"2023-07-10,21:21:20","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-07-10,21:24:20","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-12,20:18:22","Tempo","#1917","","",""
"2023-07-12,20:18:46","Tempo","#1917","<@154992376685789184> | Added `Awesome` by `Fobi` to the queue.","MangalhoDePauPT#2657",""
"2023-07-12,20:22:09","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-07-16,12:34:59","Tempo","#1917","<@154992376685789184> | Added `Awesome` by `Fobi` to the queue.","MangalhoDePauPT#2657",""
"2023-07-16,12:45:21","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-16,13:51:13","Tempo","#1917","<@246032185780469760> | Added `(It Goes Like) Nanana - Edit` by `Peggy Gou` to the queue.","leftwild#0",""
"2023-07-16,13:58:21","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-16,15:07:25","Tempo","#1917","<@154992376685789184> | Added `Sem Voce, Sou Ninguem` by `Mandragora` to the queue.","MangalhoDePauPT#2657",""
"2023-07-16,15:08:29","Tempo","#1917","<@220271899656060928> | Added `Loca` by `Vibe Chemistry` to the queue.","Patchoras#0310",""
"2023-07-16,15:17:21","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-16,16:19:57","leftwild","#0","/play since youve been gone","",""
"2023-07-16,16:20:06","Tempo","#1917","<@246032185780469760> | Added `Since You've Been Gone` by `DAY26` to the queue.","leftwild#0",""
"2023-07-16,16:20:14","Green-bot","#5315","","",""
"2023-07-16,16:20:34","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-07-16,16:20:38","Tempo","#1917","<@246032185780469760> | Added `Since U Been Gone` by `Kelly Clarkson` to the queue.","leftwild#0",""
"2023-07-16,16:21:43","Tempo","#1917","<@246032185780469760> | Added `DJ Turn It Up` by `Dimension` to the queue.","leftwild#0",""
"2023-07-16,16:21:53","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-07-16,16:27:41","Tempo","#1917","<@154992376685789184> | Added `Um Grande, Grande Amor` by `José Cid` to the queue.","MangalhoDePauPT#2657",""
"2023-07-16,16:34:21","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-21,20:27:26","Tempo","#1917","<@154992376685789184> | Added `Lost Comunication (Original Mix) [Fobi]` by `Fobi` to the queue.","MangalhoDePauPT#2657",""
"2023-07-21,20:37:19","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-21,20:53:33","Tempo","#1917","<@220271899656060928> | Added `Sorry I'm Not Sorry` by `MONSTA X` to the queue.","Patchoras#0310",""
"2023-07-21,20:53:38","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-07-21,20:53:43","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-07-21,20:54:25","Tempo","#1917","<@220271899656060928> | Added `Stayin Alive` by `Bee Gees` to the queue.","Patchoras#0310",""
"2023-07-21,21:02:19","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-21,22:24:00","Tempo","#1917","<@220271899656060928> | Added `Onda Onda (Olha a Onda)` by `Tchakabum` to the queue.","Patchoras#0310",""
"2023-07-21,22:32:19","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-22,15:47:21","Tempo","#1917","<@220271899656060928> | Added `16` tracks from `Assassin's Creed 4: Black Flag (Sea Shanty Edition) [Original Game Soundtrack]` to the queue.","Patchoras#0310",""
"2023-07-22,16:19:19","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-22,16:48:29","Tempo","#1917","<@220271899656060928> | Added `The Beat Goes On` by `Chapter & Verse` to the queue.","Patchoras#0310",""
"2023-07-22,16:55:19","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-31,21:52:00","Tempo","#1917","<@220271899656060928> | Added `Pirates Of The Caribbean (Main Theme)` by `The Intermezzo Orchestra` to the queue.","Patchoras#0310",""
"2023-07-31,21:58:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-07-31,22:49:09","Tempo","#1917","<@220271899656060928> | Added `Cuando Voy por la Calle` by `Trio America` to the queue.","Patchoras#0310",""
"2023-07-31,22:55:44","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-05,00:22:36","Tempo","#1917","<@246032185780469760> | Added `Brazil` by `A.M.C` to the queue.","leftwild#0",""
"2023-08-05,00:29:54","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-05,22:44:46","Tempo","#1917","<@220271899656060928> | Added `O Pato` by `João Gilberto` to the queue.","Patchoras#0310",""
"2023-08-05,22:50:54","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-07,20:18:45","Tempo","#1917","<@220271899656060928> | Added `Baddadan (feat. IRAH, Flowdan, Trigga & Takura)` by `Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura` to the queue.","Patchoras#0310",""
"2023-08-07,20:24:54","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-10,21:45:45","Tempo","#1917","<@220271899656060928> | Added `O Pato` by `João Gilberto` to the queue.","Patchoras#0310",""
"2023-08-10,21:51:40","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-15,18:25:51","MangalhoDePauPT","#2657","*play  Fobi - Lost Comunication ( Green Wizards Records)","",""
"2023-08-15,18:25:56","Tempo","#1917","<@154992376685789184> | Added `Lost Comunication (Original Mix) [Fobi]` by `Fobi` to the queue.","MangalhoDePauPT#2657",""
"2023-08-15,18:29:35","MangalhoDePauPT","#2657","","","https://cdn.discordapp.com/attachments/834188603952463883/1141061140600864839/avQDwed_460swp.webp?ex=659447ff&is=6581d2ff&hm=236969812e24dd2bab22d9a61906f554d8dbea5984f03744d8c54aee664f4878&"
"2023-08-15,18:35:36","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-15,18:51:38","Tempo","#1917","<@220271899656060928> | Added `Cotton Eye Joe` by `Rednex` to the queue.","Patchoras#0310",""
"2023-08-15,18:58:36","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-15,19:08:54","MangalhoDePauPT","#2657","","","https://cdn.discordapp.com/attachments/834188603952463883/1141071034448097370/aL1b3Ev_460swp.webp?ex=65945136&is=6581dc36&hm=e9be122aa8ce8cfac0bba4bc3a970755f8381322e2e6acff0f0d420b85c8fc30&"
"2023-08-18,22:00:47","Patchoras","#0310","https://www.youtube.com/shorts/l4RvM02yocw","",""
"2023-08-19,23:36:37","MangalhoDePauPT","#2657","https://youtu.be/QlJRAEur3Gs?t=82","",""
"2023-08-20,01:19:43","Tempo","#1917","","",""
"2023-08-20,01:19:55","Tempo","#1917","<@154992376685789184> | Added `Used to This (feat. Drake)` by `Future, Drake` to the queue.","MangalhoDePauPT#2657",""
"2023-08-20,01:19:58","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-08-20,01:20:19","Tempo","#1917","<@154992376685789184> | Added `Used To This` by `Wilkinson, Issey Cross` to the queue.","MangalhoDePauPT#2657",""
"2023-08-20,01:27:29","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-08-20,15:54:44","Tempo","#1917","<@154992376685789184> | Added `Stardust Speedway - ”B” mix` by `SEGA SOUND TEAM` to the queue.","MangalhoDePauPT#2657",""
"2023-08-20,15:54:47","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-08-20,15:54:59","Tempo","#1917","<@154992376685789184> | Added `Music Sounds Better With You` by `Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter` to the queue.","MangalhoDePauPT#2657",""
"2023-08-20,16:05:29","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-03,00:22:34","Tempo","#1917","<@154992376685789184> | Added `Bang Bang Bang` by `Lauran Hibberd` to the queue.","MangalhoDePauPT#2657",""
"2023-09-03,00:22:41","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-09-03,00:23:56","Tempo","#1917","<@220271899656060928> | Added `Wind Of Change` by `Scorpions` to the queue.","Patchoras#0310",""
"2023-09-03,00:28:11","Tempo","#1917","<@220271899656060928> | Added `Chiclete` by `Taxi` to the queue.","Patchoras#0310",""
"2023-09-03,00:28:47","Tempo","#1917","<@220271899656060928> | Added `Chico Fininho` by `Rui Veloso` to the queue.","Patchoras#0310",""
"2023-09-03,00:39:18","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-03,17:05:50","MangalhoDePauPT","#2657","https://www.youtube.com/watch?v=5Hplx-geZHo","",""
"2023-09-03,17:19:35","MangalhoDePauPT","#2657","","","https://cdn.discordapp.com/attachments/834188603952463883/1147928892338868434/onlymp3.to_-_Harry_Potter_Allahu_Akbar-5Hplx-geZHo-192k-1693757331.mp3?ex=659acf17&is=65885a17&hm=dd36c4cb6fa1d075814d605c74a803377e871aad2f980f3906395adff2a51e28&"
"2023-09-04,22:05:30","Tempo","#1917","<@220271899656060928> | Added `Africa` by `TOTO` to the queue.","Patchoras#0310",""
"2023-09-04,22:14:18","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-09-09,22:19:22","Tempo","#1917","<@246032185780469760> | Added `Relax My Eyes` by `ANOTR, Abel Balder` to the queue.","leftwild#0",""
