Date,Username,User tag,Content,Mentions,link
"2023-04-04,16:41:19","MangalhoDePauPT","#2657","","","https://cdn.discordapp.com/attachments/834188603952463883/1092836304984735828/aQEQEQ2_460swp.webp?ex=65942e9f&is=6581b99f&hm=02094fa9a7fbf1535ebb886ad3f4ba494f122d4a0f21d6819b9be06aa7ff5652&"
"2023-04-04,16:44:31","Green-bot","#5315","","",""
"2023-04-04,16:44:40","Green-bot","#5315","","",""
"2023-04-04,16:48:36","Green-bot","#5315","","",""
"2023-04-04,16:53:16","Green-bot","#5315","","",""
"2023-04-04,16:57:10","Green-bot","#5315","","",""
"2023-04-04,17:01:42","Green-bot","#5315","","",""
"2023-04-04,17:05:35","Green-bot","#5315","","",""
"2023-04-04,17:30:58","MangalhoDePauPT","#2657","https://9gag.com/gag/aZDwDRn?utm_source=copy_link&utm_medium=post_share","",""
"2023-04-04,17:49:30","Green-bot","#5315","","",""
"2023-04-04,17:51:32","Green-bot","#5315","","",""
"2023-04-04,19:21:03","Green-bot","#5315","","",""
"2023-04-04,19:51:48","MangalhoDePauPT","#2657","","","https://cdn.discordapp.com/attachments/834188603952463883/1092884245359382568/a7qe3QA_460swp.webp?ex=65945b44&is=6581e644&hm=35973412ad7cec20e72f7e43b1fd1ea14837d327daa9696e029a11c1d459601d&"
"2023-04-04,21:47:43","MangalhoDePauPT","#2657","https://9gag.com/gag/abvOArb?utm_source=copy_link&utm_medium=post_share","",""
"2023-04-07,01:21:39","Green-bot","#5315","","",""
"2023-04-07,01:33:34","leftwild","#0","/play https://open.spotify.com/playlist/6UYqFFIjTF9TPkeLxYrdUM?si=e3b1518653ef418b","",""
"2023-04-07,01:33:43","Green-bot","#5315","","",""
"2023-04-07,01:33:58","Green-bot","#5315","","",""
"2023-04-07,01:34:11","Green-bot","#5315","","",""
"2023-04-07,02:25:40","Green-bot","#5315","","",""
"2023-04-07,02:33:00","Green-bot","#5315","","",""
"2023-04-07,02:58:36","Green-bot","#5315","","",""
"2023-04-07,21:20:09","Green-bot","#5315","","",""
"2023-04-08,05:10:58","Green-bot","#5315","","",""
"2023-04-08,16:40:52","Green-bot","#5315","","",""
"2023-04-08,16:44:37","Green-bot","#5315","","",""
"2023-04-08,22:35:36","Green-bot","#5315","","",""
"2023-04-08,22:35:44","Green-bot","#5315","","",""
"2023-04-08,22:36:00","Green-bot","#5315","","",""
"2023-04-08,22:40:00","Green-bot","#5315","","",""
"2023-04-08,22:41:11","Green-bot","#5315","","",""
"2023-04-08,23:35:52","Green-bot","#5315","","",""
"2023-04-09,00:17:18","Green-bot","#5315","","",""
"2023-04-09,02:05:38","Green-bot","#5315","","",""
"2023-04-09,21:13:08","Tempo","#1917","<@220271899656060928> | Added `Sara' Perche Ti Amo` by `Ricchi E Poveri` to the queue.","Patchoras#0310",""
"2023-04-09,21:21:28","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-09,21:32:10","Tempo","#1917","<@220271899656060928> | Added `Where Is The Love?` by `Black Eyed Peas` to the queue.","Patchoras#0310",""
"2023-04-09,21:42:28","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-18,21:31:02","MangalhoDePauPT","#2657","https://9gag.com/gag/a1P0r9Y?utm_source=copy_link&utm_medium=post_share","",""
"2023-04-18,23:29:13","Tempo","#1917","<@220271899656060928> | Added `Funkytown` by `Lipps Inc.` to the queue.","Patchoras#0310",""
"2023-04-18,23:39:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-20,18:00:20","Tempo","#1917","<@220271899656060928> | Added `Já Sei Namorar - 2004 Digital Remaster` by `Tribalistas` to the queue.","Patchoras#0310",""
"2023-04-20,18:04:24","Tempo","#1917","<@220271899656060928> | Added `Poetas De Karaoke` by `Sam The Kid, G.Q` to the queue.","Patchoras#0310",""
"2023-04-20,18:10:44","leftwild","#0","*play https://open.spotify.com/track/1HXOhJHWR4PLofjZGB5OmP?si=5f25f4353bf74e48","",""
"2023-04-20,18:10:45","Green-bot","#5315","","",""
"2023-04-20,18:10:59","leftwild","#0","*play https://open.spotify.com/track/1HXOhJHWR4PLofjZGB5OmP?si=5f25f4353bf74e48","",""
"2023-04-20,18:11:00","Green-bot","#5315","","",""
"2023-04-20,18:11:27","Tempo","#1917","<@246032185780469760> | Added `Xutaxuxuta` by `Don Nuno, Ballawild, Ss, Xarrito` to the queue.","leftwild#0",""
"2023-04-20,18:11:46","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-04-20,18:11:56","leftwild","#0","*play xutaxuxuta don nuno","",""
"2023-04-20,18:17:28","Green-bot","#5315","","",""
"2023-04-20,18:17:32","Tempo","#1917","<@220271899656060928> | Added `Baza, baza (Hoje não quero saber)` by `Boss AC` to the queue.","Patchoras#0310",""
"2023-04-20,18:21:20","Tempo","#1917","<@220271899656060928> has skipped to **Re-tratamento** by **Da Weasel**.","Patchoras#0310",""
"2023-04-20,18:25:29","Tempo","#1917","<@220271899656060928> | Added `Roleta Russa (feat. Luisa & Camplaix)` by `Valete, Luisa, Camplaix` to the queue.","Patchoras#0310",""
"2023-04-20,18:28:31","Tempo","#1917","<@220271899656060928> | Added `Chip` by `The Real McKenzies` to the queue.","Patchoras#0310",""
"2023-04-20,18:38:21","Green-bot","#5315","","",""
"2023-04-20,18:41:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-21,00:25:31","Green-bot","#5315","","",""
"2023-04-21,22:47:36","Tempo","#1917","<@154992376685789184> | Added `TOKYO DRIFT (FAST & FURIOUS)` by `Teriyaki Boyz` to the queue.","MangalhoDePauPT#2657",""
"2023-04-21,22:47:38","Tempo","#1917","Sorry, but I failed to find a suitable source for **Tokyo Drift (Fast & Furious)** by **Teriyaki Boyz**","",""
"2023-04-21,22:48:51","Tempo","#1917","<@154992376685789184> | Added `Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack` by `Teriyaki Boyz` to the queue.","MangalhoDePauPT#2657",""
"2023-04-21,22:58:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-21,22:59:01","Tempo","#1917","<@220271899656060928> | Added `Atira' Tó Mar...` by `Iris` to the queue.","Patchoras#0310",""
"2023-04-21,23:03:39","Tempo","#1917","<@246032185780469760> | Added `Patchouli Perfume` by `KDream` to the queue.","leftwild#0",""
"2023-04-21,23:03:50","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-04-21,23:17:11","Green-bot","#5315","","",""
"2023-04-21,23:17:25","Green-bot","#5315","","",""
"2023-04-21,23:20:30","Tempo","#1917","<@154992376685789184> | Added `Crazy Rap (Colt 45 & 2 Zig Zags)` by `Afroman` to the queue.","MangalhoDePauPT#2657",""
"2023-04-21,23:20:38","Tempo","#1917","<@246032185780469760> | And then there was silence. :zipper_mouth:","leftwild#0",""
"2023-04-21,23:21:53","Tempo","#1917","<@246032185780469760> | Bringing back the music, this might take a second...","leftwild#0",""
"2023-04-21,23:33:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-22,04:14:30","Green-bot","#5315","","",""
"2023-04-22,18:48:35","Tempo","#1917","<@220271899656060928> | Added `Gitchee Gitchee Goo` by `Phineas and the Ferbtones` to the queue.","Patchoras#0310",""
"2023-04-22,18:48:55","Tempo","#1917","<@220271899656060928> | And then there was silence. :zipper_mouth:","Patchoras#0310",""
"2023-04-22,18:54:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-23,18:33:47","Tempo","#1917","<@220271899656060928> | Added `Mah Na Mah Na` by `Mahna Mahna and The Two Snowths` to the queue.","Patchoras#0310",""
"2023-04-23,18:40:59","Tempo","#1917","<@220271899656060928> | Added `Whenever, Wherever` by `Shakira` to the queue.","Patchoras#0310",""
"2023-04-23,18:50:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-23,19:20:09","leftwild","#0","*play earth wind fire september","",""
"2023-04-23,22:56:28","Tempo","#1917","<@220271899656060928> | Added `Drunken Sailor` by `The Irish Rovers` to the queue.","Patchoras#0310",""
"2023-04-23,23:05:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-23,23:41:10","Tempo","#1917","<@220271899656060928> | Added `Chico Fininho` by `Rui Veloso` to the queue.","Patchoras#0310",""
"2023-04-23,23:49:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-24,01:40:54","Green-bot","#5315","","",""
"2023-04-24,23:37:04","Tempo","#1917","<@220271899656060928> | Added `Sound of da Police` by `KRS-One` to the queue.","Patchoras#0310",""
"2023-04-24,23:42:34","leftwild","#0","*play https://open.spotify.com/track/7FbMYA708SVxzWp92OUNXz?si=80b2da0f92284377","",""
"2023-04-24,23:42:34","Green-bot","#5315","","",""
"2023-04-24,23:42:49","leftwild","#0","*play https://open.spotify.com/track/7FbMYA708SVxzWp92OUNXz?si=80b2da0f92284377","",""
"2023-04-24,23:42:50","Green-bot","#5315","","",""
"2023-04-24,23:43:10","Tempo","#1917","<@246032185780469760> | Added `FOIX` by `French 79` to the queue.","leftwild#0",""
"2023-04-24,23:53:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-25,00:47:05","Tempo","#1917","<@246032185780469760> | Added `Good Luck` by `Broken Bells` to the queue.","leftwild#0",""
"2023-04-25,00:56:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-25,01:14:24","Tempo","#1917","<@220271899656060928> | Added `Vampiro Doidão` by `Tukley` to the queue.","Patchoras#0310",""
"2023-04-25,01:20:40","Tempo","#1917","<@220271899656060928> | Added `Follow The Leader` by `Wisin & Yandel, Jennifer Lopez` to the queue.","Patchoras#0310",""
"2023-04-25,01:20:54","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-04-25,01:22:21","Tempo","#1917","<@220271899656060928> | Added `Follow The Leader` by `The Soca Boys, Van B. King` to the queue.","Patchoras#0310",""
"2023-04-25,01:32:03","Tempo","#1917","<@220271899656060928> | Added `Boom, Boom, Boom, Boom!!` by `Vengaboys` to the queue.","Patchoras#0310",""
"2023-04-25,01:41:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-25,01:45:53","Tempo","#1917","<@246032185780469760> | Added `Baby I'm Yours` by `Breakbot, Irfane` to the queue.","leftwild#0",""
"2023-04-25,01:51:44","Tempo","#1917","<@246032185780469760> | Added `Song 2 - 2012 Remaster` by `Blur` to the queue.","leftwild#0",""
"2023-04-25,01:59:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-25,03:34:42","Tempo","#1917","<@246032185780469760> | Added `Everybody Loves The Sunshine` by `Roy Ayers Ubiquity` to the queue.","leftwild#0",""
"2023-04-25,03:39:08","Tempo","#1917","<@246035973916327937> | Added `Candle Flame` by `Jungle, Erick the Architect` to the queue.","danielprop#0",""
"2023-04-25,03:42:10","Tempo","#1917","<@246035973916327937> | Added `Busy Earnin'` by `Jungle` to the queue.","danielprop#0",""
"2023-04-25,03:50:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-25,21:53:14","Tempo","#1917","<@246032185780469760> | Added `Surfin' U.S.A. - Remastered 2001` by `The Beach Boys` to the queue.","leftwild#0",""
"2023-04-25,22:01:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-25,22:04:14","Patchoras","#0310","","","https://cdn.discordapp.com/attachments/834188603952463883/1100527715985149962/There-and-there-and-over-there-1682456629406.jpg?ex=65947a4e&is=6582054e&hm=5ab017627fd462ef64c97ddcea73c23e1a25a5082baa841f0c4b841f7f42a90e&"
"2023-04-25,23:57:41","Tempo","#1917","<@246032185780469760> | Added `Katja, Katja` by `Pyotr Leshchenko` to the queue.","leftwild#0",""
"2023-04-26,00:06:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-26,00:19:38","Tempo","#1917","<@246032185780469760> | Added `Sigaretta` by `Rotfront` to the queue.","leftwild#0",""
"2023-04-26,00:28:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-26,00:43:40","leftwild","#0","/play infected mushrooms insane","",""
"2023-04-26,00:44:03","Tempo","#1917","<@246032185780469760> | Added `Becoming Insane` by `Infected Mushroom` to the queue.","leftwild#0",""
"2023-04-26,00:53:41","Tempo","#1917","<@246035973916327937> | Added `Ocean Man` by `Ween` to the queue.","danielprop#0",""
"2023-04-26,01:01:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-26,17:33:56","Tempo","#1917","<@220271899656060928> | Added `Drunken Sailor` by `The Irish Rovers` to the queue.","Patchoras#0310",""
"2023-04-26,17:42:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-27,02:21:36","Tempo","#1917","<@220271899656060928> | Added `Agitations tropicales` by `L'Impératrice` to the queue.","Patchoras#0310",""
"2023-04-27,02:31:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-27,02:46:46","leftwild","#0","/play metal is the law","",""
"2023-04-27,02:46:58","Tempo","#1917","<@246032185780469760> | Added `Metal Is The Law` by `Massacration` to the queue.","leftwild#0",""
"2023-04-27,02:56:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-27,19:07:01","Tempo","#1917","<@220271899656060928> | Added `Coração Não Tem Idade (Vou Beijar)` by `Toy` to the queue.","Patchoras#0310",""
"2023-04-27,19:08:07","Tempo","#1917","<@220271899656060928> | Added `Eu Nao Vou Chorar` by `Sandro G` to the queue.","Patchoras#0310",""
"2023-04-27,19:21:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-27,19:24:05","Tempo","#1917","<@246032185780469760> | Added `Tu Es Um Galinha - Street Mix` by `Sandro G` to the queue.","leftwild#0",""
"2023-04-27,19:32:19","Tempo","#1917","<@246032185780469760> | Added `The Look` by `Metronomy` to the queue.","leftwild#0",""
"2023-04-27,19:42:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-27,19:47:07","Tempo","#1917","<@246032185780469760> | Added `Good Luck` by `Broken Bells` to the queue.","leftwild#0",""
"2023-04-27,19:56:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-27,21:01:56","Tempo","#1917","<@246032185780469760> | Added `Flyday Chinatown` by `EVADE FROM 宇宙` to the queue.","leftwild#0",""
"2023-04-27,21:09:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-28,00:09:42","Tempo","#1917","<@246032185780469760> | Added `Dream 13 (minus even)` by `Max Richter, Clarice Jensen, Ben Russell, Yuki Numata Resnick` to the queue.","leftwild#0",""
"2023-04-28,00:09:47","Tempo","#1917","It's sad to say goodbye, I've stopped playing music and left the voice channel. :frowning:","",""
"2023-04-28,00:09:57","Tempo","#1917","<@246032185780469760> | Added `Dragostea Din Tei` by `O-Zone` to the queue.","leftwild#0",""
"2023-04-28,00:18:50","Tempo","#1917","<@246035973916327937> | Added `I Know What You Want (feat. Flipmode Squad)` by `Busta Rhymes, Mariah Carey, Flipmode Squad` to the queue.","danielprop#0",""
"2023-04-28,00:28:29","Tempo","#1917","<@220271899656060928> | Added `Sunflower` by `Rex Orange County` to the queue.","Patchoras#0310",""
"2023-04-28,00:36:27","Tempo","#1917","<@246035973916327937> | Added `Feel Good Inc.` by `Gorillaz` to the queue.","danielprop#0",""
"2023-04-28,00:45:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-28,16:57:31","Tempo","#1917","<@220271899656060928> | Added `I Can See Clearly Now` by `Johnny Nash` to the queue.","Patchoras#0310",""
"2023-04-28,17:06:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,01:09:50","MangalhoDePauPT","#2657","https://9gag.com/gag/a4o5bXZ?utm_source=copy_link&utm_medium=post_share","",""
"2023-04-29,15:46:04","Tempo","#1917","<@246032185780469760> | Added `Louder Always Better` by `HAAi` to the queue.","leftwild#0",""
"2023-04-29,15:53:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,15:56:18","Tempo","#1917","<@246032185780469760> | Added `Choices (feat. Nova Sky)` by `Millbrook, Nova Sky` to the queue.","leftwild#0",""
"2023-04-29,15:57:29","Tempo","#1917","<@246032185780469760> | And then there was silence. :zipper_mouth:","leftwild#0",""
"2023-04-29,16:03:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,18:21:27","Tempo","#1917","<@246035973916327937> | Added `Drop It Like It's Hot` by `Snoop Dogg, Pharrell Williams` to the queue.","danielprop#0",""
"2023-04-29,18:26:51","Tempo","#1917","<@246032185780469760> | Added `Dreamland` by `Fox Stevenson` to the queue.","leftwild#0",""
"2023-04-29,18:35:38","Tempo","#1917","<@246032185780469760> | Added `Need Me` by `Subsonic` to the queue.","leftwild#0",""
"2023-04-29,18:39:23","Tempo","#1917","<@246032185780469760> | Added `Waiting All Night (feat. Ella Eyre)` by `Rudimental, Ella Eyre` to the queue.","leftwild#0",""
"2023-04-29,18:50:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,18:50:41","leftwild","#0","&play https://open.spotify.com/track/5nCNItjhTUj7MqL3oFHmFc?si=012b03417f7440c8","",""
"2023-04-29,18:50:56","Tempo","#1917","<@246032185780469760> | Added `Phoneline` by `Pola & Bryson, Emily Makis` to the queue.","leftwild#0",""
"2023-04-29,19:00:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,19:04:53","Tempo","#1917","<@246035973916327937> | Added `Candle Flame` by `Jungle, Erick the Architect` to the queue.","danielprop#0",""
"2023-04-29,19:13:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,19:20:07","Tempo","#1917","<@246032185780469760> | Added `go - goddard. Remix` by `Cat Burns, goddard.` to the queue.","leftwild#0",""
"2023-04-29,19:27:08","Tempo","#1917","<@246032185780469760> | Added `Stars On The Roof (feat. MoMo)` by `Alcemist, MoMo` to the queue.","leftwild#0",""
"2023-04-29,19:36:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,20:09:47","Tempo","#1917","<@246035973916327937> | Added `Busy Earnin'` by `Jungle` to the queue.","danielprop#0",""
"2023-04-29,20:18:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-29,21:49:15","Tempo","#1917","<@246032185780469760> | Added `Run Boy Run` by `Woodkid` to the queue.","leftwild#0",""
"2023-04-29,21:58:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,00:52:42","Tempo","#1917","","",""
"2023-04-30,00:52:50","Tempo","#1917","<@246032185780469760> | Added `Gimme More` by `Britney Spears` to the queue.","leftwild#0",""
"2023-04-30,01:02:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,02:03:45","Tempo","#1917","<@220271899656060928> | Added `These Boots Are Made for Walkin'` by `Nancy Sinatra` to the queue.","Patchoras#0310",""
"2023-04-30,02:12:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,03:00:14","Tempo","#1917","<@220271899656060928> | Added `I'm A Believer - From ""Shrek"" Motion Picture Soundtrack` by `Smash Mouth` to the queue.","Patchoras#0310",""
"2023-04-30,03:04:02","Tempo","#1917","<@220271899656060928> | Added `Hold the Line` by `TOTO` to the queue.","Patchoras#0310",""
"2023-04-30,03:13:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,03:31:04","Tempo","#1917","<@246035973916327937> | Added `That's Life` by `Frank Sinatra` to the queue.","danielprop#0",""
"2023-04-30,03:39:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,15:40:37","Tempo","#1917","<@220271899656060928> | Added `Mamma Mia` by `ABBA` to the queue.","Patchoras#0310",""
"2023-04-30,15:49:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,15:53:35","Tempo","#1917","<@220271899656060928> | Added `I Was Made For Lovin' You` by `KISS` to the queue.","Patchoras#0310",""
"2023-04-30,16:00:47","Tempo","#1917","<@220271899656060928> | Added `Eye of the Tiger` by `Survivor` to the queue.","Patchoras#0310",""
"2023-04-30,16:10:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,16:11:58","Tempo","#1917","<@220271899656060928> | Added `The Ketchup Song (Aserejé) - Spanish Version` by `Las Ketchup` to the queue.","Patchoras#0310",""
"2023-04-30,16:21:12","Tempo","#1917","To save on bandwidth, I've automatically left the voice channel due to inactivity.

To disable this, you can purchase Premium on our website: https://tempobot.net/premium
You can also unlock exclusive features like AutoPlay, Playlists, Volume Control and more!","",""
"2023-04-30,16:41:31","Tempo","#1917","<@246032185780469760> | Added `87` tracks from `B&B` to the queue.","leftwild#0",""
"2023-04-30,16:42:15","Tempo","#1917","<@246032185780469760> | Once a song ends it will be added again to the back of the queue.","leftwild#0",""
"2023-04-30,16:42:18","Tempo","#1917","<@246032185780469760> | When your song ends, you will need to add it if you want to listen to it again.","leftwild#0",""
"2023-04-30,16:42:19","Tempo","#1917","<@246032185780469760> | Keeping the tunes rolling! The current song will repeat over and over until you disable this.","leftwild#0",""
"2023-04-30,16:42:31","Tempo","#1917","<@246032185780469760> | Time for a change already? Once this song ends then the queue will continue as normal.","leftwild#0",""
"2023-04-30,16:42:43","Tempo","#1917","I've mixed things up a bit with the queue, hope you like it!","",""
"2023-04-30,21:04:54","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
"2023-04-30,21:35:22","Tempo","#1917","<@246032185780469760> has skipped the current song.","leftwild#0",""
